site,year,month,day,code,comment,,,,,
960626,2003 ,5 ,23 ,A1,,,,,,
960644,2003 ,5 ,23 ,A1,,,,,,
960691,2003 ,5 ,23 ,A1,,,,,,
970821,2003 ,5 ,23 ,A1,,,,,,
950157,2003 ,5 ,24 ,A1,,,,,,
950231,2003 ,5 ,24 ,A1,,,,,,
950254,2003 ,5 ,24 ,A1,,,,,,
960739,2003 ,5 ,24 ,A1,,,,,,
010844,2003 ,5 ,26 ,A1,,,,,,
010845,2003 ,5 ,26 ,A1,,,,,,
93017,2003 ,5 ,26 ,A1,,,,,,
93017,2003 ,5 ,26 ,C1,,,,,,
93057,2003 ,5 ,26 ,A1,,,,,,
93057,2003 ,5 ,26 ,C1,,,,,,
940086,2003 ,5 ,26 ,A1,,,,,,
950235,2003 ,5 ,26 ,A1,,,,,,
950285,2003 ,5 ,26 ,A1,,,,,,
960588,2003 ,5 ,26 ,A1,,,,,,
960621,2003 ,5 ,26 ,A1,,,,,,
960629,2003 ,5 ,26 ,A1,,,,,,
970812,2003 ,5 ,26 ,A1,,,,,,
970817,2003 ,5 ,26 ,A1,,,,,,
93008,2003 ,5 ,27 ,A1,,,,,,
93013,2003 ,5 ,27 ,A1,,,,,,
940084,2003 ,5 ,27 ,A1,,,,,,
950232,2003 ,5 ,27 ,A1,,,,,,
950233,2003 ,5 ,27 ,A1,,,,,,
950290,2003 ,5 ,27 ,A1,,,,,,
950292,2003 ,5 ,27 ,A1,,,,,,
950297,2003 ,5 ,27 ,A1,,,,,,
960512,2003 ,5 ,27 ,A1,,,,,,
960535,2003 ,5 ,27 ,A1,,,,,,
960585,2003 ,5 ,27 ,A1,,,,,,
960597,2003 ,5 ,27 ,A1,,,,,,
960622,2003 ,5 ,27 ,A1,,,,,,
960624,2003 ,5 ,27 ,A1,,,,,,
960683,2003 ,5 ,27 ,A1,,,,,,
970800,2003 ,5 ,27 ,A1,,,,,,
970811,2003 ,5 ,27 ,Q,,,,,,
95113,2003 ,5 ,28 ,B,,,,,,
940043,2003 ,5 ,28 ,A1,,,,,,
940054,2003 ,5 ,28 ,A1,,,,,,
950103,2003 ,5 ,28 ,A1,,,,,,
950113,2003 ,5 ,28 ,A1,,,,,,
950207,2003 ,5 ,28 ,A1,,,,,,
950295,2003 ,5 ,28 ,A1,,,,,,
950358,2003 ,5 ,28 ,A1,,,,,,
950441,2003 ,5 ,28 ,A1,,,,,,
950444,2003 ,5 ,28 ,A1,,,,,,
960529,2003 ,5 ,28 ,A1,,,,,,
960562,2003 ,5 ,28 ,A1,,,,,,
960565,2003 ,5 ,28 ,A1,,,,,,
960594,2003 ,5 ,28 ,A1,,,,,,
960595,2003 ,5 ,28 ,A1,,,,,,
93055,2003 ,5 ,29 ,A1,,,,,,
93055,2003 ,5 ,29 ,C1,,,,,,
940081,2003 ,5 ,29 ,A1,,,,,,
950230,2003 ,5 ,29 ,A1,,,,,,
950282,2003 ,5 ,29 ,A1,,,,,,
950306,2003 ,5 ,29 ,A1,,,,,,
950423,2003 ,5 ,29 ,A1,,,,,,
960531,2003 ,5 ,29 ,A1,,,,,,
960541,2003 ,5 ,29 ,A1,,,,,,
960567,2003 ,5 ,29 ,A1,,,,,,
960583,2003 ,5 ,29 ,A1,,,,,,
960617,2003 ,5 ,29 ,A1,,,,,,
970807,2003 ,5 ,29 ,A1,,,,,,
970810,2003 ,5 ,29 ,A1,,,,,,
950229,2003 ,5 ,30 ,A1,,,,,,
950281,2003 ,5 ,30 ,A1,,,,,,
960538,2003 ,5 ,30 ,A1,,,,,,
960571,2003 ,5 ,30 ,A1,,,,,,
960576,2003 ,5 ,30 ,A1,,,,,,
960582,2003 ,5 ,30 ,A1,,,,,,
960598,2003 ,5 ,30 ,A1,,,,,,
960673,2003 ,5 ,30 ,A1,,,,,,
970806,2003 ,5 ,30 ,A1,,,,,,
940006,2003 ,6 ,2 ,A1,,,,,,
940042,2003 ,6 ,2 ,A1,,,,,,
950339,2003 ,6 ,2 ,B,,,,,,
950419,2003 ,6 ,2 ,A1,,,,,,
960542,2003 ,6 ,2 ,A1,,,,,,
960606,2003 ,6 ,2 ,A1,,,,,,
960636,2003 ,6 ,2 ,A1,,,,,,
960674,2003 ,6 ,2 ,A1,,,,,,
010846,2003 ,6 ,3 ,A1,,,,,,
950146,2003 ,6 ,3 ,A1,,,,,,
950301,2003 ,6 ,3 ,A1,,,,,,
950316,2003 ,6 ,3 ,A1,,,,,,
960593,2003 ,6 ,3 ,A1,,,,,,
970827,2003 ,6 ,3 ,A1,,,,,,
93102,2003 ,6 ,4 ,A1,,,,,,
940014,2003 ,6 ,4 ,A1,,,,,,
940035,2003 ,6 ,4 ,A1,,,,,,
940044,2003 ,6 ,4 ,A1,,,,,,
950415,2003 ,6 ,4 ,A1,,,,,,
950421,2003 ,6 ,4 ,A1,,,,,,
960633,2003 ,6 ,4 ,A1,,,,,,
950102,2003 ,6 ,5 ,A1,,,,,,
950232,2003 ,6 ,5 ,B,,,,,,
950233,2003 ,6 ,5 ,B,,,,,,
970822,2003 ,6 ,5 ,A1,,,,,,
950252,2003 ,6 ,6 ,A1,,,,,,
960632,2003 ,6 ,6 ,A1,,,,,,
970792,2003 ,6 ,6 ,A1,,,,,,
940053,2003 ,6 ,7 ,A1,,,,,,
950194,2003 ,6 ,9 ,A1,,,,,,
960530,2003 ,6 ,9 ,A1,,,,,,
940003,2003 ,6 ,10 ,A1,,,,,,
940020,2003 ,6 ,10 ,A1,,,,,,
960524,2003 ,6 ,10 ,A1,,,,,,
93019,2003 ,6 ,11 ,A1,,,,,,
960525,2003 ,6 ,11 ,A1,,,,,,
960527,2003 ,6 ,11 ,A1,,,,,,
960540,2003 ,6 ,11 ,B,,,,,,
93072,2003 ,6 ,12 ,A1,,,,,,
93072,2003 ,6 ,12 ,C2,,,,,,
950106,2003 ,6 ,12 ,A1,,,,,,
950127,2003 ,6 ,12 ,A1,,,,,,
960510,2003 ,6 ,12 ,B,,,,,,
960533,2003 ,6 ,12 ,B,,,,,,
960534,2003 ,6 ,12 ,B,,,,,,
960536,2003 ,6 ,12 ,B,,,,,,
950130,2003 ,6 ,13 ,A1,,,,,,
960539,2003 ,6 ,13 ,B,,,,,,
960757,2003 ,6 ,13 ,B,,,,,,
960530,2003 ,6 ,14 ,B,,,,,,
960529,2003 ,6 ,15 ,B,,,,,,
950288,2003 ,6 ,16 ,A1,,,,,,
950294,2003 ,6 ,16 ,A1,,,,,,
950425,2003 ,6 ,16 ,A1,,,,,,
950426,2003 ,6 ,16 ,A1,,,,,,
950427,2003 ,6 ,16 ,A1,,,,,,
960526,2003 ,6 ,16 ,A1,,,,,,
950289,2003 ,6 ,17 ,A1,,,,,,
960677,2003 ,6 ,17 ,A1,,,,,,
970811,2003 ,6 ,17 ,A1,,,,,,
950430,2003 ,6 ,18 ,A1,,,,,,
950431,2003 ,6 ,18 ,A1,,,,,,
950432,2003 ,6 ,18 ,A1,,,,,,
960620,2003 ,6 ,18 ,A1,,,,,,
970815,2003 ,6 ,18 ,A1,,,,,,
990840,2003 ,6 ,18 ,A1,,,,,,
960625,2003 ,6 ,19 ,A1,,,,,,
960678,2003 ,6 ,19 ,A1,,,,,,
970818,2003 ,6 ,19 ,A1,,,,,,
970819,2003 ,6 ,19 ,A1,,,,,,
950434,2003 ,6 ,20 ,A1,,,,,,
960639,2003 ,6 ,20 ,A1,,,,,,
960643,2003 ,6 ,20 ,A1,,,,,,
960679,2003 ,6 ,20 ,A1,,,,,,
960634,2003 ,6 ,23 ,A1,,,,,,
960635,2003 ,6 ,23 ,A1,,,,,,
960680,2003 ,6 ,23 ,A1,,,,,,
970828,2003 ,6 ,23 ,A1,,,,,,
92107,2003 ,6 ,24 ,A1,,,,,,
950473,2003 ,6 ,24 ,A1,,,,,,
960652,2003 ,6 ,24 ,A1,,,,,,
960709,2003 ,6 ,24 ,A1,,,,,,
950470,2003 ,6 ,25 ,A1,,,,,,
960649,2003 ,6 ,25 ,A1,,,,,,
960685,2003 ,6 ,25 ,A1,,,,,,
950452,2003 ,6 ,26 ,A1,,,,,,
960629,2003 ,6 ,26 ,B,,,,,,
960666,2003 ,6 ,26 ,A1,,,,,,
960667,2003 ,6 ,26 ,A1,,,,,,
960687,2003 ,6 ,26 ,A1,,,,,,
950409,2003 ,6 ,27 ,A1,,,,,,
950410,2003 ,6 ,27 ,A1,,,,,,
950451,2003 ,6 ,27 ,A1,,,,,,
950453,2003 ,6 ,27 ,A1,,,,,,
960671,2003 ,6 ,27 ,A1,,,,,,
960688,2003 ,6 ,27 ,A1,,,,,,
950414,2003 ,6 ,30 ,A1,,,,,,
950450,2003 ,6 ,30 ,A1,,,,,,
950454,2003 ,6 ,30 ,A1,,,,,,
960672,2003 ,6 ,30 ,A1,,,,,,
960770,2003 ,6 ,30 ,A1,,,,,,
950408,2003 ,7 ,1 ,A1,,,,,,
950411,2003 ,7 ,1 ,A1,,,,,,
950413,2003 ,7 ,1 ,A1,,,,,,
950455,2003 ,7 ,1 ,A1,,,,,,
950461,2003 ,7 ,1 ,A1,,,,,,
950140,2003 ,7 ,2 ,B,,,,,,
950464,2003 ,7 ,2 ,A1,,,,,,
950465,2003 ,7 ,2 ,A1,,,,,,
950149,2003 ,7 ,3 ,B,,,,,,
950425,2003 ,7 ,3 ,B,,,,,,
960612,2003 ,7 ,3 ,B,,,,,,
960773,2003 ,7 ,3 ,A1,,,,,,
970794,2003 ,7 ,3 ,B,,,,,,
950147,2003 ,7 ,4 ,B,,,,,,
950148,2003 ,7 ,4 ,B,,,,,,
960528,2003 ,7 ,4 ,B,,,,,,
950143,2003 ,7 ,5 ,B,,,,,,
950145,2003 ,7 ,5 ,B,,,,,,
950120,2003 ,7 ,7 ,B,,,,,,
950126,2003 ,7 ,7 ,B,,,,,,
950131,2003 ,7 ,7 ,B,,,,,,
940042,2003 ,7 ,8 ,D,,,,,,
950129,2003 ,7 ,8 ,B,,,,,,
950137,2003 ,7 ,8 ,B,,,,,,
960527,2003 ,7 ,8 ,B,,,,,,
950133,2003 ,7 ,9 ,B,,,,,,
950141,2003 ,7 ,9 ,B,,,,,,
960523,2003 ,7 ,9 ,B,,,,,,
950142,2003 ,7 ,10 ,B,,,,,,
950144,2003 ,7 ,10 ,B,,,,,,
950135,2003 ,7 ,11 ,A1,,,,,,
950276,2003 ,7 ,11 ,A1,,,,,,
950278,2003 ,7 ,11 ,A1,,,,,,
970789,2003 ,7 ,11 ,B,,,,,,
950277,2003 ,7 ,12 ,A1,,,,,,
960506,2003 ,7 ,12 ,B,,,,,,
960508,2003 ,7 ,12 ,B,,,,,,
950117,2003 ,7 ,14 ,A1,,,,,,
960514,2003 ,7 ,14 ,B,,,,,,
960518,2003 ,7 ,14 ,B,,,,,,
960520,2003 ,7 ,14 ,A1,,,,,,
960759,2003 ,7 ,14 ,A1,,,,,,
970785,2003 ,7 ,14 ,A1,,,,,,
970804,2003 ,7 ,14 ,A1,,,,,,
950139,2003 ,7 ,15 ,A1,,,,,,
960511,2003 ,7 ,15 ,B,,,,,,
960516,2003 ,7 ,15 ,A1,,,,,,
960517,2003 ,7 ,15 ,A1,,,,,,
960607,2003 ,7 ,15 ,A1,,,,,,
960689,2003 ,7 ,15 ,B,,,,,,
960771,2003 ,7 ,15 ,B,,,,,,
970809,2003 ,7 ,15 ,A1,,,,,,
950121,2003 ,7 ,16 ,B,,,,,,
950123,2003 ,7 ,16 ,B,,,,,,
950136,2003 ,7 ,16 ,A1,,,,,,
950173,2003 ,7 ,16 ,A1,,,,,,
950177,2003 ,7 ,16 ,A1,,,,,,
950222,2003 ,7 ,16 ,A1,,,,,,
960753,2003 ,7 ,16 ,A1,,,,,,
960758,2003 ,7 ,16 ,A1,,,,,,
020975,2003 ,7 ,16 ,Q,maintenance record added on 20130913,,,,,
950134,2003 ,7 ,17 ,B,,,,,,
950175,2003 ,7 ,17 ,A1,,,,,,
950176,2003 ,7 ,17 ,A1,,,,,,
950200,2003 ,7 ,17 ,A1,,,,,,
950217,2003 ,7 ,17 ,A1,,,,,,
950219,2003 ,7 ,17 ,A1,,,,,,
950275,2003 ,7 ,17 ,A1,,,,,,
950390,2003 ,7 ,17 ,B,,,,,,
960521,2003 ,7 ,17 ,B,,,,,,
950112,2003 ,7 ,18 ,B,,,,,,
950128,2003 ,7 ,18 ,A1,,,,,,
950213,2003 ,7 ,18 ,A1,,,,,,
950214,2003 ,7 ,18 ,A1,,,,,,
960522,2003 ,7 ,18 ,A1,,,,,,
970788,2003 ,7 ,18 ,B,,,,,,
970791,2003 ,7 ,18 ,B,,,,,,
950124,2003 ,7 ,19 ,B,,,,,,
960513,2003 ,7 ,19 ,B,,,,,,
950116,2003 ,7 ,21 ,B,,,,,,
950122,2003 ,7 ,21 ,B,,,,,,
960515,2003 ,7 ,21 ,B,,,,,,
950119,2003 ,7 ,22 ,C4,,,,,,
950125,2003 ,7 ,22 ,C4,,,,,,
950178,2003 ,7 ,22 ,A1,,,,,,
950180,2003 ,7 ,22 ,A1,,,,,,
950201,2003 ,7 ,22 ,A1,,,,,,
950203,2003 ,7 ,22 ,A1,,,,,,
950208,2003 ,7 ,22 ,A1,,,,,,
950215,2003 ,7 ,22 ,A1,,,,,,
950216,2003 ,7 ,22 ,A1,,,,,,
950118,2003 ,7 ,23 ,B,day field modified on 20130913,,,,,
950115,2003 ,7 ,23 ,B,,,,,,
950179,2003 ,7 ,23 ,A1,,,,,,
950210,2003 ,7 ,23 ,A1,,,,,,
950212,2003 ,7 ,23 ,A1,,,,,,
950109,2003 ,7 ,24 ,B,,,,,,
950205,2003 ,7 ,24 ,A1,,,,,,
950211,2003 ,7 ,24 ,A1,,,,,,
950218,2003 ,7 ,24 ,A1,,,,,,
960505,2003 ,7 ,24 ,B,,,,,,
960507,2003 ,7 ,24 ,B,,,,,,
950376,2003 ,7 ,25 ,D,,,,,,
960503,2003 ,7 ,25 ,B,,,,,,
960504,2003 ,7 ,25 ,B,,,,,,
950104,2003 ,7 ,26 ,B,,,,,,
970779,2003 ,7 ,26 ,B,,,,,,
960501,2003 ,7 ,28 ,B,,,,,,
950449,2003 ,7 ,29 ,D,,,,,,
960502,2003 ,7 ,29 ,B,,,,,,
970780,2003 ,7 ,29 ,B,,,,,,
020951,2003 ,7 ,29 ,Q,maintenance record added on 20130913,,,,,
020954,2003 ,7 ,29 ,Q,maintenance record added on 20130913,,,,,
950105,2003 ,7 ,30 ,B,,,,,,
970782,2003 ,7 ,30 ,B,,,,,,
950107,2003 ,7 ,31 ,B,,,,,,
950449,2003 ,7 ,31 ,D,,,,,,
960510,2003 ,8 ,1 ,C4,,,,,,
950110,2003 ,8 ,2 ,B,,,,,,
960509,2003 ,8 ,2 ,B,,,,,,
970783,2003 ,8 ,3 ,B,,,,,,
950139,2003 ,8 ,5 ,D,,,,,,
950417,2003 ,8 ,7 ,D,,,,,,
93057,2003 ,8 ,26 ,D,,,,,,
93089,2003 ,9 ,9 ,D,,,,,,
93092,2003 ,9 ,9 ,D,,,,,,
950318,2003 ,9 ,9 ,D,,,,,,
93104,2003 ,9 ,10 ,D,,,,,,
950218,2003 ,9 ,10 ,C3,,,,,,
950320,2003 ,9 ,10 ,D,,,,,,
950208,2003 ,9 ,20 ,D,,,,,,
960763,2003 ,9 ,28 ,D,,,,,,
950393,2003 ,10 ,8 ,D,,,,,,
950393,2003 ,10 ,9 ,D,,,,,,
950217,2003 ,10 ,23 ,D,,,,,,
93081,2003 ,10 ,24 ,D,,,,,,
022006,2003 ,10 ,29 ,H,,,,,,
960763,2003 ,10 ,29 ,D,,,,,,
950203,2003 ,10 ,30 ,D,,,,,,
950194,2003 ,10 ,31 ,C4,,,,,,
950208,2003 ,10 ,31 ,D,,,,,,
960638,2003 ,11 ,13 ,D,,,,,,
970818,2003 ,11 ,14 ,D,,,,,,
020878,2003 ,11 ,20 ,H,,,,,,
020881,2003 ,11 ,20 ,H,,,,,,
93096,2003 ,11 ,21 ,D,,,,,,
020854,2003 ,11 ,26 ,H,,,,,,
020856,2003 ,11 ,27 ,H,,,,,,
020863,2003 ,11 ,27 ,H,,,,,,
020866,2003 ,11 ,27 ,H,,,,,,
020919,2003 ,11 ,27 ,H,,,,,,
020864,2003 ,11 ,28 ,H,,,,,,
020869,2003 ,11 ,28 ,H,,,,,,
020870,2003 ,11 ,28 ,H,,,,,,
950208,2003 ,11 ,28 ,A2,,,,,,
020920,2003 ,12 ,1 ,H,,,,,,
020936,2003 ,12 ,1 ,H,,,,,,
020882,2003 ,12 ,2 ,H,,,,,,
020890,2003 ,12 ,2 ,H,,,,,,
020891,2003 ,12 ,2 ,H,,,,,,
020938,2003 ,12 ,2 ,H,,,,,,
020940,2003 ,12 ,2 ,H,,,,,,
020872,2003 ,12 ,3 ,H,,,,,,
020879,2003 ,12 ,3 ,H,,,,,,
020887,2003 ,12 ,3 ,H,,,,,,
020889,2003 ,12 ,3 ,H,,,,,,
020942,2003 ,12 ,3 ,H,,,,,,
020943,2003 ,12 ,3 ,H,,,,,,
020945,2003 ,12 ,3 ,H,,,,,,
020859,2003 ,12 ,4 ,H,,,,,,
020861,2003 ,12 ,4 ,H,,,,,,
020877,2003 ,12 ,4 ,H,,,,,,
020937,2003 ,12 ,4 ,H,,,,,,
020939,2003 ,12 ,4 ,H,,,,,,
020941,2003 ,12 ,4 ,H,,,,,,
022005,2003 ,12 ,4 ,H,,,,,,
950326,2003 ,12 ,4 ,D,,,,,,
020855,2003 ,12 ,5 ,H,,,,,,
020860,2003 ,12 ,5 ,H,,,,,,
020868,2003 ,12 ,5 ,H,,,,,,
020873,2003 ,12 ,5 ,H,,,,,,
020883,2003 ,12 ,5 ,H,,,,,,
020934,2003 ,12 ,5 ,H,,,,,,
020935,2003 ,12 ,5 ,H,,,,,,
020851,2003 ,12 ,6 ,H,,,,,,
020852,2003 ,12 ,6 ,H,,,,,,
020931,2003 ,12 ,6 ,H,,,,,,
020932,2003 ,12 ,6 ,H,,,,,,
020848,2003 ,12 ,7 ,H,,,,,,
020849,2003 ,12 ,7 ,H,,,,,,
020850,2003 ,12 ,8 ,H,,,,,,
020930,2003 ,12 ,8 ,H,,,,,,
020933,2003 ,12 ,8 ,H,,,,,,
020978,2003 ,12 ,8 ,H,,,,,,
020865,2003 ,12 ,9 ,H,,,,,,
020871,2003 ,12 ,9 ,H,,,,,,
020928,2003 ,12 ,9 ,H,,,,,,
020929,2003 ,12 ,9 ,H,,,,,,
020976,2003 ,12 ,9 ,H,,,,,,
940028,2003 ,12 ,9 ,D,,,,,,
020880,2003 ,12 ,10 ,H,,,,,,
020927,2003 ,12 ,10 ,H,,,,,,
020974,2003 ,12 ,10 ,H,,,,,,
020975,2003 ,12 ,10 ,H,,,,,,
020853,2003 ,12 ,11 ,H,,,,,,
020857,2003 ,12 ,11 ,H,,,,,,
020973,2003 ,12 ,11 ,H,,,,,,
950211,2003 ,12 ,11 ,D,,,,,,
020858,2003 ,12 ,12 ,H,,,,,,
020862,2003 ,12 ,12 ,H,,,,,,
020925,2003 ,12 ,12 ,H,,,,,,
020971,2003 ,12 ,12 ,H,,,,,,
020972,2003 ,12 ,12 ,H,,,,,,
020875,2003 ,12 ,13 ,H,,,,,,
020884,2003 ,12 ,13 ,H,,,,,,
020921,2003 ,12 ,13 ,H,,,,,,
020923,2003 ,12 ,13 ,H,,,,,,
020966,2003 ,12 ,13 ,H,,,,,,
020898,2003 ,12 ,14 ,H,,,,,,
020885,2003 ,12 ,15 ,H,,,,,,
020897,2003 ,12 ,15 ,H,,,,,,
020900,2003 ,12 ,15 ,H,,,,,,
020967,2003 ,12 ,15 ,H,,,,,,
020968,2003 ,12 ,15 ,H,,,,,,
020892,2003 ,12 ,16 ,H,,,,,,
020922,2003 ,12 ,16 ,H,,,,,,
020924,2003 ,12 ,16 ,H,,,,,,
020969,2003 ,12 ,16 ,H,,,,,,
020970,2003 ,12 ,16 ,H,,,,,,
020893,2003 ,12 ,17 ,H,,,,,,
020908,2003 ,12 ,17 ,H,,,,,,
020926,2003 ,12 ,17 ,H,,,,,,
960756,2003 ,12 ,17 ,D,,,,,,
020888,2003 ,12 ,18 ,H,,,,,,
020894,2003 ,12 ,18 ,H,,,,,,
020896,2003 ,12 ,18 ,H,,,,,,
020977,2003 ,12 ,18 ,H,,,,,,
020874,2003 ,12 ,19 ,H,,,,,,
020876,2003 ,12 ,19 ,H,,,,,,
020886,2003 ,12 ,19 ,H,,,,,,
