site,year,month,day,code,comment,,,,,
020988,2012,10,4,"A1,J1",,,,,,
020989,2012,10,4,"A1,J1",,,,,,
021044,2012,10,4,"A1,J1",,,,,,
021099,2012,10,4,"A1,J1",,,,,,
091175,2012,10,4,"A1,J1",,,,,,
950153,2012,10,5,A1,,,,,,
950428,2012,10,5,"A1,J1",,,,,,
950429,2012,10,5,"A1,J1",,,,,,
960609,2012,10,5,"A1,J1",,,,,,
960611,2012,10,5,A1,,,,,,
960724,2012,10,5,A1,,,,,,
020899,2012,10,5,"A1,J1",,,,,,
020986,2012,10,5,"A1,J1",,,,,,
091177,2012,10,5,"A1,J1",,,,,,
970824,2012,10,6,"A1,J1",,,,,,
021009,2012,10,6,A1,,,,,,
93051,2012,10,9,"A1,J1",,,,,,
950157,2012,10,9,A1,,,,,,
950284,2012,10,9,A1,,,,,,
950439,2012,10,9,"A1,J1",,,,,,
950492,2012,10,9,A1,,,,,,
960507,2012,10,9,A1,,,,,,
960678,2012,10,9,A1,,,,,,
960726,2012,10,9,A1,,,,,,
960759,2012,10,9,"A1,J1",,,,,,
970804,2012,10,9,"A1,J1",,,,,,
970811,2012,10,9,"A1,J1",,,,,,
020902,2012,10,9,"A1,J1",,,,,,
020992,2012,10,9,"A1,J1",,,,,,
031120,2012,10,9,A1,,,,,,
93055,2012,10,10,"A1,J1",,,,,,
950109,2012,10,10,A1,,,,,,
950229,2012,10,10,"A1,J1",,,,,,
950275,2012,10,10,"A1,J1",,,,,,
960594,2012,10,10,A1,,,,,,
960747,2012,10,10,"A1,J1",,,,,,
970799,2012,10,10,A1,,,,,,
020859,2012,10,10,"A1,J1",,,,,,
020933,2012,10,10,A1,,,,,,
020960,2012,10,10,"A1,J1",,,,,,
020987,2012,10,10,"A1,J1",,,,,,
021048,2012,10,10,"A1,J1",,,,,,
031123,2012,10,10,A1,,,,,,
041134,2012,10,10,A1,,,,,,
041138,2012,10,10,"A1,J1",,,,,,
960725,2012,10,11,A1,,,,,,
940004,2012,10,11,"A1,J1",,,,,,
950230,2012,10,11,A1,,,,,,
950277,2012,10,11,"A1,J1",,,,,,
950435,2012,10,11,"A1,J1",,,,,,
950445,2012,10,11,"A1,J1",,,,,,
950498,2012,10,11,"A1,J1",,,,,,
960530,2012,10,11,"A1,J1",,,,,,
960595,2012,10,11,A1,,,,,,
960621,2012,10,11,A1,,,,,,
970803,2012,10,11,A1,,,,,,
020847,2012,10,11,A1,,,,,,
020868,2012,10,11,"A1,J1",,,,,,
031119,2012,10,11,A1,,,,,,
041132,2012,10,11,"A1,J1",,,,,,
950356,2012,10,11,J2,,,,,,
950434,2012,10,12,"A1,J1",,,,,,
031127,2012,10,12,"A1,J1",,,,,,
950295,2012,10,12,A1,,,,,,
950297,2012,10,12,A1,,,,,,
970806,2012,10,12,A1,,,,,,
970818,2012,10,12,"A1,J1",,,,,,
970819,2012,10,12,"A1,J1",,,,,,
970830,2012,10,12,"A1,J1",,,,,,
021052,2012,10,12,"A1,J1",,,,,,
051144,2012,10,12,A1,,,,,,
950443,2012,10,13,A1,,,,,,
021054,2012,10,13,"A1,J1",,,,,,
021099,2012,10,13,A2,,,,,,
970780,2012,10,13,D,,,,,,
940084,2012,10,15,"A1,J1",,,,,,
950383,2012,10,15,A1,,,,,,
960683,2012,10,15,A1,,,,,,
021014,2012,10,15,"A1,J1",,,,,,
021017,2012,10,15,"A1,J1",,,,,,
021026,2012,10,15,"A1,J1",,,,,,
091180,2012,10,15,"A1,J1",,,,,,
950378,2012,10,16,"A1,J1",,,,,,
950382,2012,10,16,A1,,,,,,
960684,2012,10,16,"A1,J1",,,,,,
021016,2012,10,16,"A1,J1",,,,,,
041135,2012,10,16,A1,,,,,,
081166,2012,10,16,"A1,J1",,,,,,
021058,2012,10,16,"A1,J1",,,,,,
950379,2012,10,17,A1,,,,,,
960656,2012,10,17,"A1,J1",,,,,,
021015,2012,10,17,"A1,J1",,,,,,
031124,2012,10,17,"A1,J1",,,,,,
111187,2012,10,17,"A1,J1",,,,,,
950447,2012,10,17,"A1,J1",,,,,,
051141,2012,10,17,"A1,J1",,,,,,
021018,2012,10,18,"A1,J1",,,,,,
940074,2012,10,18,A1,,,,,,
950381,2012,10,18,"A1,J1",,,,,,
960655,2012,10,18,A1,,,,,,
960660,2012,10,18,A1,,,,,,
021019,2012,10,19,"A1,J1",,,,,,
960662,2012,10,19,A1,,,,,,
021020,2012,10,19,"A1,J1",,,,,,
021027,2012,10,19,"A1,J1",,,,,,
950385,2012,10,19,A1,,,,,,
950392,2012,10,19,"A1,J1",,,,,,
950393,2012,10,19,"A1,J1",,,,,,
000843,2012,10,20,"A1,J1",,,,,,
950390,2012,10,20,"A1,J1",,,,,,
031121,2012,10,22,A1,,,,,,
031122,2012,10,22,A1,,,,,,
940076,2012,10,22,"A1,J1",,,,,,
950409,2012,10,22,A1,,,,,,
950444,2012,10,22,A1,,,,,,
960620,2012,10,22,"A1,J1",,,,,,
960626,2012,10,22,"A1,J1",,,,,,
960730,2012,10,22,A1,,,,,,
960749,2012,10,22,"A1,J1",,,,,,
960750,2012,10,22,"A1,J1",,,,,,
990838,2012,10,22,A1,,,,,,
029059,2012,10,22,J2,,,,,,
020886,2012,10,23,"A1,J1",,,,,,
021055,2012,10,23,"A1,J1",,,,,,
93059,2012,10,23,A1,,,,,,
93060,2012,10,23,A1,,,,,,
940082,2012,10,23,"A1,J1",,,,,,
950407,2012,10,23,"A1,J1",,,,,,
950441,2012,10,23,A1,,,,,,
950494,2012,10,23,A1,,,,,,
950500,2012,10,23,"A1,J1",,,,,,
960628,2012,10,23,A1,,,,,,
960669,2012,10,23,A1,,,,,,
960733,2012,10,23,A1,,,,,,
970814,2012,10,23,A1,,,,,,
000841,2012,10,24,"A1,J1",,,,,,
020864,2012,10,24,"A1,J1",,,,,,
020869,2012,10,24,"A1,J1",,,,,,
021039,2012,10,24,"A1,J1",,,,,,
101183,2012,10,24,A1,,,,,,
950116,2012,10,24,A1,,,,,,
960599,2012,10,24,A1,,,,,,
960600,2012,10,24,A1,,,,,,
960670,2012,10,24,A1,,,,,,
960731,2012,10,24,A1,,,,,,
960732,2012,10,24,A1,,,,,,
960751,2012,10,24,"A1,J1",,,,,,
970813,2012,10,24,A1,,,,,,
93032,2012,10,25,A1,,,,,,
95113,2012,10,25,A1,,,,,,
940005,2012,10,25,"A1,J1",,,,,,
940097,2012,10,25,A1,,,,,,
950113,2012,10,25,"A1,J1",,,,,,
950300,2012,10,25,"A1,J1",,,,,,
950301,2012,10,25,"A1,J1",,,,,,
950412,2012,10,25,A1,,,,,,
950499,2012,10,25,"A1,J1",,,,,,
960629,2012,10,25,"A1,J1",,,,,,
020870,2012,10,25,"A1,J1",,,,,,
021037,2012,10,25,"A1,J1",,,,,,
081171,2012,10,25,A1,,,,,,
950115,2012,10,25,D,,,,,,
940063,2012,10,26,A1,,,,,,
950302,2012,10,26,A1,,,,,,
960630,2012,10,26,"A1,J1",,,,,,
960720,2012,10,26,A1,,,,,,
960721,2012,10,26,A1,,,,,,
960734,2012,10,26,A1,,,,,,
960719,2012,10,27,A1,,,,,,
960510,2012,10,27,D,,,,,,
93058,2012,10,29,A1,,,,,,
940066,2012,10,29,"A1,J1",,,,,,
950367,2012,10,29,"A1,J1",,,,,,
950388,2012,10,29,"A1,J1",,,,,,
950454,2012,10,29,A1,,,,,,
960607,2012,10,29,"A1,J1",,,,,,
960689,2012,10,29,A1,,,,,,
960735,2012,10,29,"A1,J1",,,,,,
970825,2012,10,29,A1,,,,,,
021025,2012,10,29,"A1,J1",,,,,,
960598,2012,10,29,A1,,,,,,
940083,2012,10,30,"A1,J1",,,,,,
950264,2012,10,30,"A1,J1",,,,,,
950373,2012,10,30,A1,,,,,,
950442,2012,10,30,"A1,J1",,,,,,
950460,2012,10,30,A1,,,,,,
950495,2012,10,30,"A1,J1",,,,,,
960606,2012,10,30,A1,,,,,,
960658,2012,10,30,A1,,,,,,
960659,2012,10,30,A1,,,,,,
960772,2012,10,30,A1,,,,,,
020980,2012,10,30,"A1,J1",,,,,,
021000,2012,10,30,"A1,J1",,,,,,
031111,2012,10,30,A1,,,,,,
041131,2012,10,30,"A1,J1",,,,,,
960597,2012,10,30,"A1,J1",,,,,,
071156,2012,10,30,"A1,J1",,,,,,
940048,2012,10,31,A1,,,,,,
950315,2012,10,31,A1,,,,,,
950410,2012,10,31,A1,,,,,,
950461,2012,10,31,A1,,,,,,
960694,2012,10,31,A1,,,,,,
970809,2012,10,31,A1,,,,,,
031107,2012,10,31,A1,,,,,,
051147,2012,10,31,A1,,,,,,
071152,2012,10,31,"A1,J1",,,,,,
93057,2012,10,31,A1,,,,,,
950263,2012,11,1,"A1,J1",,,,,,
950310,2012,11,1,"A1,J1",,,,,,
950333,2012,11,1,"A1,J1",,,,,,
950463,2012,11,1,A1,,,,,,
960634,2012,11,1,"A1,J1",,,,,,
960696,2012,11,1,A1,,,,,,
020979,2012,11,1,"A1,J1",,,,,,
021007,2012,11,1,"A1,J1",,,,,,
021038,2012,11,1,"A1,J1",,,,,,
021040,2012,11,1,"A1,J1",,,,,,
950223,2012,11,2,"A1,J1",,,,,,
960643,2012,11,2,A1,,,,,,
960665,2012,11,2,"A1,J1",,,,,,
960695,2012,11,2,A1,,,,,,
960742,2012,11,2,"A1,J1",,,,,,
960769,2012,11,2,A1,,,,,,
970817,2012,11,2,"A1,J1",,,,,,
020958,2012,11,2,"A1,J1",,,,,,
031102,2012,11,2,A1,,,,,,
081168,2012,11,2,A1,,,,,,
940064,2012,11,5,A1,,,,,,
950384,2012,11,5,"A1,J1",,,,,,
960691,2012,11,5,A1,,,,,,
970810,2012,11,5,"A1,J1",,,,,,
021003,2012,11,5,"A1,J1",,,,,,
021021,2012,11,5,"A1,J1",,,,,,
041129,2012,11,5,"A1,J1",,,,,,
081170,2012,11,5,A1,,,,,,
940016,2012,11,6,A1,,,,,,
950141,2012,11,6,A1,,,,,,
950237,2012,11,6,A1,,,,,,
950386,2012,11,6,A1,,,,,,
960566,2012,11,6,A1,,,,,,
960644,2012,11,6,A1,,,,,,
960692,2012,11,6,A1,,,,,,
960729,2012,11,6,"A1,J1",,,,,,
960760,2012,11,6,A1,,,,,,
020882,2012,11,6,"A1,J1",,,,,,
020884,2012,11,6,"A1,J1",,,,,,
021022,2012,11,6,"A1,J1",,,,,,
061148,2012,11,6,"A1,J1",,,,,,
940075,2012,11,7,"A1,J1",,,,,,
950134,2012,11,7,A1,,,,,,
950239,2012,11,7,"A1,J1",,,,,,
950331,2012,11,7,A1,,,,,,
950332,2012,11,7,"A1,J1",,,,,,
950462,2012,11,7,A1,,,,,,
960636,2012,11,7,A1,,,,,,
960657,2012,11,7,A1,,,,,,
020889,2012,11,7,"A1,J1",,,,,,
020961,2012,11,7,"A1,J1",,,,,,
020999,2012,11,7,"A1,J1",,,,,,
061149,2012,11,7,"A1,J1",,,,,,
940019,2012,11,8,A1,,,,,,
950144,2012,11,8,A1,,,,,,
950311,2012,11,8,"A1,J1",,,,,,
950312,2012,11,8,"A1,J1",,,,,,
960568,2012,11,8,A1,,,,,,
960642,2012,11,8,"A1,J1",,,,,,
960698,2012,11,8,A1,,,,,,
020872,2012,11,8,"A1,J1",,,,,,
020877,2012,11,8,"A1,J1",,,,,,
020963,2012,11,8,A1,,,,,,
021002,2012,11,8,"A1,J1",,,,,,
021024,2012,11,8,"A1,J1",,,,,,
950240,2012,11,9,A1,,,,,,
950309,2012,11,9,"A1,J1",,,,,,
950329,2012,11,9,A1,,,,,,
960633,2012,11,9,A1,,,,,,
960668,2012,11,9,"A1,J1",,,,,,
960690,2012,11,9,A1,,,,,,
960743,2012,11,9,"A1,J1",,,,,,
020890,2012,11,9,"A1,J1",,,,,,
020891,2012,11,9,"A1,J1",,,,,,
021001,2012,11,9,"A1,J1",,,,,,
021101,2012,11,9,A1,,,,,,
93099,2012,11,12,"A1,J1",,,,,,
93102,2012,11,12,A1,,,,,,
950118,2012,11,12,A1,,,,,,
950316,2012,11,12,A1,,,,,,
950342,2012,11,12,A1,,,,,,
950395,2012,11,12,A1,,,,,,
950456,2012,11,12,A1,,,,,,
960567,2012,11,12,A1,,,,,,
960646,2012,11,12,"A1,J1",,,,,,
960723,2012,11,12,A1,,,,,,
970807,2012,11,12,"A1,J1",,,,,,
021012,2012,11,12,A1,,,,,,
021028,2012,11,12,"A1,J1",,,,,,
071155,2012,11,12,"A1,J1",,,,,,
071163,2012,11,12,"A1,J1",,,,,,
93050,2012,11,13,A1,,,,,,
93103,2012,11,13,A1,,,,,,
940051,2012,11,13,"A1,J1",,,,,,
940069,2012,11,13,"A1,J1",,,,,,
950123,2012,11,13,A1,,,,,,
950218,2012,11,13,"A1,J1",,,,,,
950341,2012,11,13,A1,,,,,,
950457,2012,11,13,A1,,,,,,
960515,2012,11,13,A1,,,,,,
020874,2012,11,13,"A1,J1",,,,,,
020881,2012,11,13,"A1,J1",,,,,,
021013,2012,11,13,A1,,,,,,
031112,2012,11,13,A1,,,,,,
041130,2012,11,13,"A1,J1",,,,,,
081167,2012,11,13,A1,,,,,,
960653,2012,11,13,"A1,J1",,,,,,
93104,2012,11,14,"A1,J1",,,,,,
940070,2012,11,14,"A1,J1",,,,,,
940089,2012,11,14,A1,,,,,,
950244,2012,11,14,A1,,,,,,
950328,2012,11,14,A1,,,,,,
950368,2012,11,14,A1,,,,,,
950372,2012,11,14,"A1,J1",,,,,,
950377,2012,11,14,"A1,J1",,,,,,
950448,2012,11,14,"A1,J1",,,,,,
950471,2012,11,14,A1,,,,,,
960516,2012,11,14,A1,,,,,,
960520,2012,11,14,"A1,J1",,,,,,
960645,2012,11,14,A1,,,,,,
960652,2012,11,14,A1,,,,,,
960765,2012,11,14,A1,,,,,,
970826,2012,11,14,A1,,,,,,
020949,2012,11,14,"A1,J1",,,,,,
020962,2012,11,14,"A1,J1",,,,,,
021029,2012,11,14,"A1,J1",,,,,,
041136,2012,11,14,A1,,,,,,
081172,2012,11,14,"A1,J1",,,,,,
93098,2012,11,14,"A1,J1",,,,,,
93095,2012,11,15,A1,,,,,,
940085,2012,11,15,"A1,J1",,,,,,
950327,2012,11,15,A1,,,,,,
950370,2012,11,15,"A1,J1",,,,,,
950374,2012,11,15,"A1,J1",,,,,,
950375,2012,11,15,A1,,,,,,
950376,2012,11,15,"A1,J1",,,,,,
960517,2012,11,15,A1,,,,,,
960640,2012,11,15,A1,,,,,,
960650,2012,11,15,"A1,J1",,,,,,
960664,2012,11,15,A1,,,,,,
960705,2012,11,15,A1,,,,,,
970802,2012,11,15,"A1,J1",,,,,,
020875,2012,11,15,"A1,J1",,,,,,
020952,2012,11,15,"A1,J1",,,,,,
020964,2012,11,15,A1,,,,,,
020982,2012,11,15,"A1,J1",,,,,,
021032,2012,11,15,"A1,J1",,,,,,
021077,2012,11,15,A1,,,,,,
031113,2012,11,15,A1,,,,,,
031125,2012,11,15,A1,,,,,,
031126,2012,11,15,A1,,,,,,
051146,2012,11,15,A1,,,,,,
93097,2012,11,15,A1,,,,,,
93090,2012,11,16,"A1,J1",,,,,,
940044,2012,11,16,"A1,J1",,,,,,
940057,2012,11,16,A1,,,,,,
940068,2012,11,16,A1,,,,,,
950246,2012,11,16,A1,,,,,,
950294,2012,11,16,"A1,J1",,,,,,
950299,2012,11,16,A1,,,,,,
950371,2012,11,16,A1,,,,,,
960631,2012,11,16,"A1,J1",,,,,,
960641,2012,11,16,A1,,,,,,
960706,2012,11,16,A1,,,,,,
960744,2012,11,16,"A1,J1",,,,,,
960767,2012,11,16,"A1,J1",,,,,,
970833,2012,11,16,A1,,,,,,
020954,2012,11,16,"A1,J1",,,,,,
021010,2012,11,16,"A1,J1",,,,,,
021011,2012,11,16,A1,,,,,,
021033,2012,11,16,"A1,J1",,,,,,
021059,2012,11,16,"A1,J1",,,,,,
950449,2012,11,17,"A1,J1",,,,,,
051142,2012,11,17,"A1,J1",,,,,,
93066,2012,11,19,"A1,J1",,,,,,
93089,2012,11,19,"A1,J1",,,,,,
93096,2012,11,19,A1,,,,,,
940062,2012,11,19,A1,,,,,,
950243,2012,11,19,A1,,,,,,
950343,2012,11,19,"A1,J1",,,,,,
950345,2012,11,19,"A1,J1",,,,,,
950400,2012,11,19,"A1,J1",,,,,,
960639,2012,11,19,"A1,J1",,,,,,
960647,2012,11,19,"A1,J1",,,,,,
960673,2012,11,19,A1,,,,,,
021023,2012,11,19,"A1,J1",,,,,,
021081,2012,11,19,A1,,,,,,
031110,2012,11,19,A1,,,,,,
041137,2012,11,19,A1,,,,,,
071154,2012,11,19,"A1,J1",,,,,,
950365,2012,11,19,A1,,,,,,
960764,2012,11,19,"A1,J1",,,,,,
960506,2012,11,19,D,,,,,,
950432,2012,11,19,J2,,,,,,
93052,2012,11,20,A1,,,,,,
93074,2012,11,20,"A1,J1",,,,,,
93093,2012,11,20,A1,,,,,,
950245,2012,11,20,A1,,,,,,
950304,2012,11,20,"A1,J1",,,,,,
950344,2012,11,20,"A1,J1",,,,,,
950366,2012,11,20,A1,,,,,,
950399,2012,11,20,"A1,J1",,,,,,
950415,2012,11,20,A1,,,,,,
950418,2012,11,20,A1,,,,,,
950440,2012,11,20,A1,,,,,,
950475,2012,11,20,A1,,,,,,
960570,2012,11,20,A1,,,,,,
960632,2012,11,20,"A1,J1",,,,,,
960648,2012,11,20,A1,,,,,,
970823,2012,11,20,A1,,,,,,
020998,2012,11,20,A1,,,,,,
021053,2012,11,20,"A1,J1",,,,,,
021082,2012,11,20,A1,,,,,,
071164,2012,11,20,A1,,,,,,
950360,2012,11,20,D,,,,,,
071152,2012,11,20,J2,,,,,,
93079,2012,11,21,"A1,J1",,,,,,
93088,2012,11,21,A1,,,,,,
93092,2012,11,21,"A1,J1",,,,,,
950247,2012,11,21,A1,,,,,,
950278,2012,11,21,"A1,J1",,,,,,
950346,2012,11,21,"A1,J1",,,,,,
950350,2012,11,21,A1,,,,,,
950403,2012,11,21,A1,,,,,,
950417,2012,11,21,A1,,,,,,
960569,2012,11,21,A1,,,,,,
960616,2012,11,21,"A1,J1",,,,,,
960674,2012,11,21,A1,,,,,,
000842,2012,11,21,A1,,,,,,
020995,2012,11,21,"A1,J1",,,,,,
021079,2012,11,21,A1,,,,,,
021080,2012,11,21,A1,,,,,,
071157,2012,11,21,A1,,,,,,
93078,2012,11,22,A1,,,,,,
93081,2012,11,22,"A1,J1",,,,,,
93091,2012,11,22,"A1,J1",,,,,,
93094,2012,11,22,A1,,,,,,
940015,2012,11,22,A1,,,,,,
940061,2012,11,22,"A1,J1",,,,,,
950265,2012,11,22,"A1,J1",,,,,,
950267,2012,11,22,A1,,,,,,
950293,2012,11,22,A1,,,,,,
950347,2012,11,22,"A1,J1",,,,,,
950419,2012,11,22,A1,,,,,,
950476,2012,11,22,"A1,J1",,,,,,
960532,2012,11,22,A1,,,,,,
960666,2012,11,22,A1,,,,,,
960711,2012,11,22,A1,,,,,,
960739,2012,11,22,"A1,J1",,,,,,
960762,2012,11,22,A1,,,,,,
020994,2012,11,22,"A1,J1",,,,,,
021036,2012,11,22,"A1,J1",,,,,,
93049,2012,11,22,J2,,,,,,
020983,2012,11,23,"A1,J1",,,,,,
93084,2012,11,26,A1,,,,,,
950213,2012,11,26,J1,,,,,,
950216,2012,11,26,J1,,,,,,
950334,2012,11,26,"A1,J1",,,,,,
950335,2012,11,26,"A1,J1",,,,,,
950478,2012,11,26,A1,,,,,,
960761,2012,11,26,A1,,,,,,
960763,2012,11,26,A1,,,,,,
020984,2012,11,26,"A1,J1",,,,,,
021083,2012,11,26,"A1,J1",,,,,,
93069,2012,11,27,"A1,J1",,,,,,
93071,2012,11,27,A1,,,,,,
940095,2012,11,27,A1,,,,,,
950212,2012,11,27,J1,,,,,,
950214,2012,11,27,J1,,,,,,
950305,2012,11,27,"A1,J1",,,,,,
950336,2012,11,27,"A1,J1",,,,,,
950337,2012,11,27,A1,,,,,,
950338,2012,11,27,"A1,J1",,,,,,
950480,2012,11,27,A1,,,,,,
960624,2012,11,27,A1,,,,,,
020997,2012,11,27,A1,,,,,,
93075,2012,11,28,"A1,J1",,,,,,
93076,2012,11,28,"A1,J1",,,,,,
950339,2012,11,28,A1,,,,,,
950340,2012,11,28,"A1,J1",,,,,,
960622,2012,11,28,A1,,,,,,
960623,2012,11,28,A1,,,,,,
960625,2012,11,28,"A1,J1",,,,,,
960715,2012,11,28,A1,,,,,,
020948,2012,11,28,"A1,J1",,,,,,
021004,2012,11,28,"A1,J1",,,,,,
021088,2012,11,28,"A1,J1",,,,,,
091178,2012,11,28,"A1,J1",,,,,,
93038,2012,11,29,"A1,J1",,,,,,
93072,2012,11,29,"A1,J1",,,,,,
940067,2012,11,29,"A1,J1",,,,,,
950215,2012,11,29,J1,,,,,,
950348,2012,11,29,A1,,,,,,
950353,2012,11,29,A1,,,,,,
950482,2012,11,29,"A1,J1",,,,,,
950484,2012,11,29,A1,,,,,,
970815,2012,11,29,"A1,J1",,,,,,
970820,2012,11,29,"A1,J1",,,,,,
990840,2012,11,29,"A1,J1",,,,,,
020951,2012,11,29,"A1,J1",,,,,,
93064,2012,11,30,"A1,J1",,,,,,
93070,2012,11,30,A1,,,,,,
950224,2012,11,30,"A1,J1",,,,,,
950306,2012,11,30,"A1,J1",,,,,,
950307,2012,11,30,"A1,J1",,,,,,
950349,2012,11,30,"A1,J1",,,,,,
950351,2012,11,30,A1,,,,,,
960649,2012,11,30,A1,,,,,,
960716,2012,11,30,"A1,J1",,,,,,
960736,2012,11,30,"A1,J1",,,,,,
960755,2012,11,30,A1,,,,,,
010846,2012,11,30,"A1,J1",,,,,,
021056,2012,11,30,"A1,J1",,,,,,
031109,2012,11,30,A1,,,,,,
93030,2012,12,3,J1,,,,,,
93037,2012,12,3,J1,,,,,,
93085,2012,12,3,"A1,J1",,,,,,
93086,2012,12,3,"A1,J1",,,,,,
940071,2012,12,3,"A1,J1",,,,,,
940086,2012,12,3,"A1,J1",,,,,,
940091,2012,12,3,A1,,,,,,
950110,2012,12,3,A1,,,,,,
950354,2012,12,3,"A1,J1",,,,,,
960680,2012,12,3,A1,,,,,,
960717,2012,12,3,A1,,,,,,
960753,2012,12,3,"A1,J1",,,,,,
960754,2012,12,3,"A1,J1",,,,,,
970834,2012,12,3,A1,,,,,,
020862,2012,12,3,"A1,J1",,,,,,
020867,2012,12,3,"A1,J1",,,,,,
021006,2012,12,3,"A1,J1",,,,,,
031117,2012,12,3,A1,,,,,,
93036,2012,12,4,J1,,,,,,
93045,2012,12,4,J1,,,,,,
93049,2012,12,4,"A1,J1",,,,,,
93053,2012,12,4,"A1,J1",,,,,,
940012,2012,12,4,A1,,,,,,
950226,2012,12,4,J1,,,,,,
950352,2012,12,4,A1,,,,,,
950355,2012,12,4,"A1,J1",,,,,,
950356,2012,12,4,"A1,J1",,,,,,
950422,2012,12,4,"A1,J1",,,,,,
950467,2012,12,4,"A1,J1",,,,,,
950486,2012,12,4,A1,,,,,,
960718,2012,12,4,A1,,,,,,
970829,2012,12,4,"A1,J1",,,,,,
020885,2012,12,4,"A1,J1",,,,,,
021049,2012,12,4,"A1,J1",,,,,,
021074,2012,12,4,"A1,J1",,,,,,
031116,2012,12,4,A1,,,,,,
081165,2012,12,4,"A1,J1",,,,,,
93039,2012,12,5,J1,,,,,,
93047,2012,12,5,J1,,,,,,
93061,2012,12,5,"A1,J1",,,,,,
93062,2012,12,5,A1,,,,,,
940093,2012,12,5,"A1,J1",,,,,,
950361,2012,12,5,"A1,J1",,,,,,
950362,2012,12,5,A1,,,,,,
950363,2012,12,5,"A1,J1",,,,,,
950437,2012,12,5,"A1,J1",,,,,,
950488,2012,12,5,A1,,,,,,
960775,2012,12,5,"A1,J1",,,,,,
970836,2012,12,5,A1,,,,,,
021050,2012,12,5,"A1,J1",,,,,,
041133,2012,12,5,"A1,J1",,,,,,
93044,2012,12,5,J1,,,,,,
950391,2012,12,5,A1,,,,,,
92106,2012,12,6,A1,,,,,,
93041,2012,12,6,J1,,,,,,
93048,2012,12,6,"A1,J1",,,,,,
950358,2012,12,6,"A1,J1",,,,,,
950359,2012,12,6,A1,,,,,,
950360,2012,12,6,A1,,,,,,
950466,2012,12,6,"A1,J1",,,,,,
960681,2012,12,6,"A1,J1",,,,,,
021042,2012,12,6,"A1,J1",,,,,,
021091,2012,12,6,A1,,,,,,
081169,2012,12,6,"A1,J1",,,,,,
93025,2012,12,6,J1,,,,,,
93020,2012,12,7,J1,,,,,,
93043,2012,12,7,"A1,J1",,,,,,
93046,2012,12,7,"A1,J1",,,,,,
940099,2012,12,7,A1,,,,,,
950357,2012,12,7,A1,,,,,,
950420,2012,12,7,A1,,,,,,
950469,2012,12,7,"A1,J1",,,,,,
021075,2012,12,7,"A1,J1",,,,,,
031114,2012,12,7,A1,,,,,,
031118,2012,12,7,A1,,,,,,
93027,2012,12,10,J1,,,,,,
93033,2012,12,10,J1,,,,,,
93073,2012,12,10,A1,,,,,,
93077,2012,12,10,"A1,J1",,,,,,
940081,2012,12,10,A1,,,,,,
950272,2012,12,10,"A1,J1",,,,,,
950465,2012,12,10,A1,,,,,,
960613,2012,12,10,A1,,,,,,
960700,2012,12,10,A1,,,,,,
021041,2012,12,10,"A1,J1",,,,,,
93016,2012,12,11,"A1,J1",,,,,,
93023,2012,12,11,J1,,,,,,
93042,2012,12,11,"A1,J1",,,,,,
93068,2012,12,11,"A1,J1",,,,,,
950271,2012,12,11,A1,,,,,,
950273,2012,12,11,"A1,J1",,,,,,
950423,2012,12,11,A1,,,,,,
950424,2012,12,11,"A1,J1",,,,,,
960612,2012,12,11,"A1,J1",,,,,,
960699,2012,12,11,A1,,,,,,
960704,2012,12,11,A1,,,,,,
93019,2012,12,12,A1,,,,,,
93031,2012,12,12,"A1,J1",,,,,,
93035,2012,12,12,"A1,J1",,,,,,
93063,2012,12,12,"A1,J1",,,,,,
950270,2012,12,12,A1,,,,,,
960603,2012,12,12,A1,,,,,,
960608,2012,12,12,A1,,,,,,
960773,2012,12,12,A1,,,,,,
960774,2012,12,12,A1,,,,,,
111189,2012,12,12,A1,,,,,,
93034,2012,12,13,"A1,J1",,,,,,
93065,2012,12,13,"A1,J1",,,,,,
93067,2012,12,13,"A1,J1",,,,,,
940046,2012,12,13,"A1,J1",,,,,,
950268,2012,12,13,"A1,J1",,,,,,
950323,2012,12,13,"A1,J1",,,,,,
950402,2012,12,13,A1,,,,,,
020985,2012,12,13,"A1,J1",,,,,,
021031,2012,12,13,"A1,J1",,,,,,
93028,2012,12,14,"A1,J1",,,,,,
93029,2012,12,14,"A1,J1",,,,,,
940060,2012,12,14,"A1,J1",,,,,,
950269,2012,12,14,"A1,J1",,,,,,
950289,2012,12,14,"A1,J1",,,,,,
950497,2012,12,14,A1,,,,,,
960610,2012,12,14,"A1,J1",,,,,,
021035,2012,12,14,"A1,J1",,,,,,
061151,2012,12,14,"A1,J1",,,,,,
960663,2012,12,15,A1,,,,,,
93001,2012,12,17,"A1,J1",,,,,,
93005,2012,12,17,A1,,,,,,
950220,2012,12,17,"A1,J1",,,,,,
950397,2012,12,17,A1,,,,,,
960589,2012,12,17,"A1,J1",,,,,,
960675,2012,12,17,A1,,,,,,
960766,2012,12,17,"A1,J1",,,,,,
071153,2012,12,17,"A1,J1",,,,,,
93007,2012,12,18,"A1,J1",,,,,,
93009,2012,12,18,J1,,,,,,
93013,2012,12,18,"A1,J1",,,,,,
93022,2012,12,18,J1,,,,,,
950405,2012,12,18,A1,,,,,,
950421,2012,12,18,"A1,J1",,,,,,
960746,2012,12,18,"A1,J1",,,,,,
960752,2012,12,18,"A1,J1",,,,,,
960768,2012,12,18,A1,,,,,,
960667,2012,12,18,"A1,J1",,,,,,
